国家,确诊,治愈,死亡,日期
芬兰,6,1,0,2020-03-02
瑞士,27,0,0,2020-03-02
马来西亚,29,18,0,2020-03-02
希腊,7,0,0,2020-03-02
阿塞拜疆,3,0,0,2020-03-02
伊拉克,19,0,0,2020-03-02
韩国,4335,30,22,2020-03-02
黎巴嫩,3,0,0,2020-03-02
圣马力诺,1,0,0,2020-03-02
澳大利亚,29,15,1,2020-03-02
斯里兰卡,1,1,0,2020-03-02
立陶宛,1,0,0,2020-03-02
爱沙尼亚,1,0,0,2020-03-02
北马其顿,1,0,0,2020-03-02
格鲁吉亚,3,0,0,2020-03-02
克罗地亚,7,0,0,2020-03-02
安道尔,1,0,0,2020-03-02
尼泊尔,1,1,0,2020-03-02
卢森堡,1,0,0,2020-03-02
泰国,43,31,1,2020-03-02
越南,16,16,0,2020-03-02
钻石公主号邮轮,706,0,6,2020-03-02
柬埔寨,1,1,0,2020-03-02
冰岛,1,0,0,2020-03-02
新西兰,1,0,0,2020-03-02
中国,79917,44610,2907,2020-03-02
摩纳哥,1,0,0,2020-03-02
美国,100,3,6,2020-03-03
俄罗斯,3,0,0,2020-03-03
英国,51,8,0,2020-03-03
巴西,2,0,0,2020-03-03
意大利,2036,149,52,2020-03-03
西班牙,150,2,0,2020-03-03
法国,130,12,2,2020-03-03
印度,6,3,0,2020-03-03
荷兰,24,0,0,2020-03-03
加拿大,24,4,0,2020-03-03
比利时,13,1,0,2020-03-03
卡塔尔,7,0,0,2020-03-03
巴基斯坦,5,0,0,2020-03-03
沙特阿拉伯,1,0,0,2020-03-03
新加坡,110,74,0,2020-03-03
厄瓜多尔,6,0,0,2020-03-03
葡萄牙,2,0,0,2020-03-03
瑞典,19,0,0,2020-03-03
白俄罗斯,3,0,0,2020-03-03
伊朗,2336,435,77,2020-03-03
阿联酋,21,5,0,2020-03-03
德国,196,14,0,2020-03-03
乌克兰,1,0,0,2020-03-03
印度尼西亚,2,0,0,2020-03-03
多米尼加,1,0,0,2020-03-03
墨西哥,5,1,0,2020-03-03
科威特,56,0,0,2020-03-03
爱尔兰,1,0,0,2020-03-03
菲律宾,3,1,1,2020-03-03
挪威,32,0,0,2020-03-03
埃及,2,1,0,2020-03-03
日本,289,41,6,2020-03-03
罗马尼亚,3,0,0,2020-03-03
阿富汗,1,0,0,2020-03-03
尼日利亚,1,0,0,2020-03-03
巴林,47,0,0,2020-03-03
阿曼,12,2,0,2020-03-03
以色列,10,1,0,2020-03-03
摩洛哥,1,0,0,2020-03-03
阿尔及利亚,1,0,0,2020-03-03
捷克,5,0,0,2020-03-03
亚美尼亚,1,0,0,2020-03-03
奥地利,14,0,0,2020-03-03
丹麦,6,0,0,2020-03-03
芬兰,6,1,0,2020-03-03
瑞士,46,2,0,2020-03-03
塞内加尔,1,0,0,2020-03-03
马来西亚,36,22,0,2020-03-03
希腊,7,0,0,2020-03-03
阿塞拜疆,3,0,0,2020-03-03
伊拉克,19,0,0,2020-03-03
韩国,5186,30,31,2020-03-03
黎巴嫩,10,0,0,2020-03-03
圣马力诺,1,0,0,2020-03-03
澳大利亚,40,15,1,2020-03-03
斯里兰卡,1,1,0,2020-03-03
立陶宛,1,0,0,2020-03-03
爱沙尼亚,1,0,0,2020-03-03
北马其顿,1,0,0,2020-03-03
格鲁吉亚,3,0,0,2020-03-03
克罗地亚,9,0,0,2020-03-03
安道尔,1,0,0,2020-03-03
尼泊尔,1,1,0,2020-03-03
卢森堡,1,0,0,2020-03-03
约旦,1,0,0,2020-03-03
泰国,43,31,1,2020-03-03
越南,16,16,0,2020-03-03
钻石公主号邮轮,706,0,6,2020-03-03
柬埔寨,1,1,0,2020-03-03
冰岛,9,0,0,2020-03-03
新西兰,1,0,0,2020-03-03
中国,79801,46992,2945,2020-03-03
摩纳哥,1,0,0,2020-03-03
美国,122,3,9,2020-03-04
俄罗斯,4,0,0,2020-03-04
英国,51,8,0,2020-03-04
意大利,2502,160,79,2020-03-04
西班牙,165,2,1,2020-03-04
法国,212,12,4,2020-03-04
印度,15,3,0,2020-03-04
荷兰,24,0,0,2020-03-04
加拿大,30,4,0,2020-03-04
比利时,13,1,0,2020-03-04
卡塔尔,7,0,0,2020-03-04
巴基斯坦,5,0,0,2020-03-04
沙特阿拉伯,1,0,0,2020-03-04
新加坡,110,74,0,2020-03-04
厄瓜多尔,7,0,0,2020-03-04
葡萄牙,2,0,0,2020-03-04
智利,1,0,0,2020-03-04
瑞典,30,0,0,2020-03-04
白俄罗斯,4,0,0,2020-03-04
伊朗,2922,552,92,2020-03-04
阿联酋,27,5,0,2020-03-04
德国,240,14,0,2020-03-04
乌克兰,1,0,0,2020-03-04
印度尼西亚,2,0,0,2020-03-04
波兰,1,0,0,2020-03-04
多米尼加,1,0,0,2020-03-04
墨西哥,5,1,0,2020-03-04
科威特,56,0,0,2020-03-04
爱尔兰,2,0,0,2020-03-04
挪威,33,0,0,2020-03-04
埃及,2,1,0,2020-03-04
日本,304,46,6,2020-03-04
罗马尼亚,4,1,0,2020-03-04
阿根廷,1,0,0,2020-03-04
巴林,49,0,0,2020-03-04
阿曼,12,2,0,2020-03-04
以色列,10,1,0,2020-03-04
摩洛哥,1,0,0,2020-03-04
捷克,5,0,0,2020-03-04
亚美尼亚,1,0,0,2020-03-04
奥地利,24,0,0,2020-03-04
丹麦,10,0,0,2020-03-04
芬兰,6,1,0,2020-03-04
瑞士,58,2,0,2020-03-04
塞内加尔,1,0,0,2020-03-04
马来西亚,50,22,0,2020-03-04
希腊,7,0,0,2020-03-04
伊拉克,32,0,1,2020-03-04
韩国,5621,41,33,2020-03-04
黎巴嫩,10,0,0,2020-03-04
澳大利亚,41,21,1,2020-03-04
拉脱维亚,1,0,0,2020-03-04
突尼斯,1,0,0,2020-03-04
格鲁吉亚,3,0,0,2020-03-04
克罗地亚,9,0,0,2020-03-04
安道尔,1,0,0,2020-03-04
约旦,1,0,0,2020-03-04
泰国,43,31,1,2020-03-04
钻石公主号邮轮,706,0,6,2020-03-04
冰岛,14,0,0,2020-03-04
新西兰,2,0,0,2020-03-04
中国,79847,49508,2976,2020-03-04
列支敦士登,1,0,0,2020-03-04
美国,153,3,11,2020-03-05
俄罗斯,6,2,0,2020-03-05
英国,85,8,0,2020-03-05
巴西,3,0,0,2020-03-05
意大利,3089,276,107,2020-03-05
西班牙,229,2,1,2020-03-05
法国,285,12,4,2020-03-05
印度,29,3,0,2020-03-05
荷兰,38,0,0,2020-03-05
加拿大,33,4,0,2020-03-05
比利时,23,1,0,2020-03-05
卡塔尔,7,0,0,2020-03-05
巴基斯坦,5,0,0,2020-03-05
沙特阿拉伯,2,0,0,2020-03-05
新加坡,112,79,0,2020-03-05
厄瓜多尔,10,0,0,2020-03-05
葡萄牙,5,0,0,2020-03-05
智利,3,0,0,2020-03-05
瑞典,52,0,0,2020-03-05
白俄罗斯,6,0,0,2020-03-05
伊朗,2922,552,92,2020-03-05
阿联酋,28,5,0,2020-03-05
德国,349,14,0,2020-03-05
乌克兰,1,0,0,2020-03-05
印度尼西亚,2,0,0,2020-03-05
波兰,1,0,0,2020-03-05
多米尼加,1,0,0,2020-03-05
墨西哥,6,1,0,2020-03-05
科威特,56,0,0,2020-03-05
爱尔兰,2,0,0,2020-03-05
菲律宾,3,1,1,2020-03-05
挪威,56,0,0,2020-03-05
埃及,2,1,0,2020-03-05
日本,331,46,6,2020-03-05
罗马尼亚,6,1,0,2020-03-05
阿富汗,1,0,0,2020-03-05
阿根廷,1,0,0,2020-03-05
尼日利亚,1,0,0,2020-03-05
巴林,49,0,0,2020-03-05
阿曼,15,2,0,2020-03-05
以色列,15,1,0,2020-03-05
摩洛哥,1,0,0,2020-03-05
阿尔及利亚,8,0,0,2020-03-05
捷克,5,0,0,2020-03-05
亚美尼亚,1,0,0,2020-03-05
奥地利,24,0,0,2020-03-05
丹麦,15,0,0,2020-03-05
芬兰,7,1,0,2020-03-05
瑞士,66,2,0,2020-03-05
匈牙利,2,0,0,2020-03-05
塞内加尔,4,0,0,2020-03-05
马来西亚,50,22,0,2020-03-05
希腊,10,0,0,2020-03-05
斯洛文尼亚,1,0,0,2020-03-05
阿塞拜疆,3,0,0,2020-03-05
伊拉克,32,0,2,2020-03-05
韩国,6088,41,36,2020-03-05
波黑,1,0,0,2020-03-05
黎巴嫩,15,1,0,2020-03-05
圣马力诺,10,0,0,2020-03-05
澳大利亚,53,21,2,2020-03-05
斯里兰卡,1,1,0,2020-03-05
立陶宛,1,0,0,2020-03-05
拉脱维亚,1,0,0,2020-03-05
爱沙尼亚,1,0,0,2020-03-05
北马其顿,1,0,0,2020-03-05
突尼斯,1,0,0,2020-03-05
格鲁吉亚,3,0,0,2020-03-05
克罗地亚,10,0,0,2020-03-05
安道尔,1,0,0,2020-03-05
尼泊尔,1,1,0,2020-03-05
卢森堡,1,0,0,2020-03-05
约旦,1,0,0,2020-03-05
泰国,47,31,1,2020-03-05
越南,16,16,0,2020-03-05
钻石公主号邮轮,706,0,6,2020-03-05
柬埔寨,1,1,0,2020-03-05
冰岛,26,0,0,2020-03-05
新西兰,3,0,0,2020-03-05
中国,80107,51883,3012,2020-03-05
列支敦士登,1,0,0,2020-03-05
摩纳哥,1,0,0,2020-03-05
美国,232,3,14,2020-03-06
俄罗斯,8,2,0,2020-03-06
英国,116,8,1,2020-03-06
巴西,8,0,0,2020-03-06
意大利,3927,414,148,2020-03-06
西班牙,345,2,1,2020-03-06
秘鲁,1,0,0,2020-03-06
法国,577,12,9,2020-03-06
印度,4,0,0,2020-03-06
荷兰,82,0,0,2020-03-06
加拿大,48,4,0,2020-03-06
比利时,109,1,0,2020-03-06
卡塔尔,7,0,0,2020-03-06
巴基斯坦,6,0,0,2020-03-06
沙特阿拉伯,2,0,0,2020-03-06
新加坡,130,82,0,2020-03-06
厄瓜多尔,13,0,0,2020-03-06
葡萄牙,5,0,0,2020-03-06
智利,4,0,0,2020-03-06
瑞典,94,0,0,2020-03-06
白俄罗斯,6,0,0,2020-03-06
伊朗,4747,913,124,2020-03-06
阿联酋,29,5,0,2020-03-06
德国,565,14,0,2020-03-06
乌克兰,1,0,0,2020-03-06
印度尼西亚,4,0,0,2020-03-06
波兰,1,0,0,2020-03-06
墨西哥,6,1,0,2020-03-06
科威特,58,0,0,2020-03-06
爱尔兰,13,0,0,2020-03-06
菲律宾,5,1,1,2020-03-06
挪威,86,0,0,2020-03-06
南非,1,0,0,2020-03-06
日本,371,46,6,2020-03-06
塞尔维亚,1,0,0,2020-03-06
罗马尼亚,6,1,0,2020-03-06
阿根廷,2,0,0,2020-03-06
巴林,56,4,0,2020-03-06
阿曼,16,2,0,2020-03-06
以色列,17,2,0,2020-03-06
摩洛哥,1,0,0,2020-03-06
阿尔及利亚,17,0,0,2020-03-06
捷克,12,0,0,2020-03-06
奥地利,41,0,0,2020-03-06
丹麦,20,1,0,2020-03-06
芬兰,15,1,0,2020-03-06
瑞士,128,3,1,2020-03-06
匈牙利,3,0,0,2020-03-06
塞内加尔,4,0,0,2020-03-06
喀麦隆,1,0,0,2020-03-06
马来西亚,55,22,0,2020-03-06
希腊,45,0,0,2020-03-06
斯洛文尼亚,6,0,0,2020-03-06
伊拉克,38,0,2,2020-03-06
韩国,6593,41,42,2020-03-06
波黑,1,0,0,2020-03-06
黎巴嫩,15,1,0,2020-03-06
圣马力诺,23,0,0,2020-03-06
澳大利亚,59,22,2,2020-03-06
拉脱维亚,1,0,0,2020-03-06
爱沙尼亚,5,0,0,2020-03-06
突尼斯,1,0,0,2020-03-06
巴勒斯坦,7,0,0,2020-03-06
克罗地亚,11,0,0,2020-03-06
约旦,1,0,0,2020-03-06
泰国,48,31,1,2020-03-06
越南,16,16,0,2020-03-06
钻石公主号邮轮,696,0,6,2020-03-06
冰岛,34,0,0,2020-03-06
不丹,1,0,0,2020-03-06
新西兰,4,0,0,2020-03-06
中国,80082,53369,3034,2020-03-06
列支敦士登,1,0,0,2020-03-06
梵蒂冈,1,0,0,2020-03-06
美国,324,10,14,2020-03-07
俄罗斯,8,2,0,2020-03-07
英国,163,8,1,2020-03-07
巴西,13,0,0,2020-03-07
意大利,4636,523,197,2020-03-07
西班牙,387,2,1,2020-03-07
秘鲁,1,0,0,2020-03-07
法国,613,12,9,2020-03-07
印度,33,3,0,2020-03-07
荷兰,128,0,1,2020-03-07
加拿大,53,4,0,2020-03-07
比利时,109,1,0,2020-03-07
卡塔尔,11,0,0,2020-03-07
巴基斯坦,6,0,0,2020-03-07
沙特阿拉伯,2,0,0,2020-03-07
新加坡,130,82,0,2020-03-07
厄瓜多尔,13,0,0,2020-03-07
葡萄牙,8,0,0,2020-03-07
智利,4,0,0,2020-03-07
瑞典,137,0,0,2020-03-07
白俄罗斯,6,0,0,2020-03-07
伊朗,5823,1669,145,2020-03-07
阿联酋,45,7,0,2020-03-07
德国,687,14,0,2020-03-07
哥伦比亚,1,0,0,2020-03-07
印度尼西亚,4,0,0,2020-03-07
波兰,5,0,0,2020-03-07
墨西哥,6,1,0,2020-03-07
科威特,58,0,0,2020-03-07
爱尔兰,18,0,0,2020-03-07
菲律宾,6,1,1,2020-03-07
挪威,113,0,0,2020-03-07
埃及,15,1,0,2020-03-07
南非,1,0,0,2020-03-07
日本,420,46,6,2020-03-07
塞尔维亚,1,0,0,2020-03-07
罗马尼亚,9,3,0,2020-03-07
阿根廷,8,0,0,2020-03-07
巴林,56,4,0,2020-03-07
阿曼,16,2,0,2020-03-07
以色列,21,2,0,2020-03-07
阿尔及利亚,17,0,0,2020-03-07
捷克,18,0,0,2020-03-07
奥地利,55,0,0,2020-03-07
丹麦,23,1,0,2020-03-07
芬兰,15,1,0,2020-03-07
瑞士,210,3,1,2020-03-07
匈牙利,3,0,0,2020-03-07
塞内加尔,4,0,0,2020-03-07
喀麦隆,2,0,0,2020-03-07
马来西亚,83,23,0,2020-03-07
希腊,46,0,0,2020-03-07
斯洛文尼亚,6,0,0,2020-03-07
伊拉克,46,0,4,2020-03-07
韩国,7041,108,47,2020-03-07
波黑,1,0,0,2020-03-07
哥斯达黎加,1,0,0,2020-03-07
黎巴嫩,15,1,0,2020-03-07
圣马力诺,23,0,0,2020-03-07
澳大利亚,64,22,2,2020-03-07
爱沙尼亚,10,0,0,2020-03-07
巴勒斯坦,16,0,0,2020-03-07
格鲁吉亚,9,0,0,2020-03-07
克罗地亚,12,0,0,2020-03-07
卢森堡,3,0,0,2020-03-07
泰国,50,31,1,2020-03-07
越南,18,16,0,2020-03-07
多哥,1,0,0,2020-03-07
钻石公主号邮轮,696,0,6,2020-03-07
冰岛,45,0,0,2020-03-07
不丹,1,0,0,2020-03-07
新西兰,5,0,0,2020-03-07
中国,78802,53624,3054,2020-03-07
梵蒂冈,1,0,0,2020-03-07
至尊公主邮轮,21,0,0,2020-03-07
美国,445,10,19,2020-03-08
俄罗斯,10,3,0,2020-03-08
英国,206,8,2,2020-03-08
巴西,19,0,0,2020-03-08
意大利,5883,589,233,2020-03-08
西班牙,516,2,10,2020-03-08
秘鲁,6,0,0,2020-03-08
法国,949,12,16,2020-03-08
印度,39,3,0,2020-03-08
荷兰,188,0,1,2020-03-08
加拿大,60,4,0,2020-03-08
比利时,169,1,0,2020-03-08
卡塔尔,11,0,0,2020-03-08
巴基斯坦,6,1,0,2020-03-08
沙特阿拉伯,7,0,0,2020-03-08
新加坡,138,82,0,2020-03-08
厄瓜多尔,13,0,0,2020-03-08
葡萄牙,15,0,0,2020-03-08
智利,7,0,0,2020-03-08
瑞典,161,0,0,2020-03-08
白俄罗斯,6,0,0,2020-03-08
伊朗,6566,2134,194,2020-03-08
阿联酋,45,7,0,2020-03-08
德国,847,14,0,2020-03-08
哥伦比亚,1,0,0,2020-03-08
印度尼西亚,4,0,0,2020-03-08
波兰,6,0,0,2020-03-08
墨西哥,7,1,0,2020-03-08
科威特,58,0,0,2020-03-08
爱尔兰,19,0,0,2020-03-08
菲律宾,6,1,1,2020-03-08
挪威,147,0,0,2020-03-08
埃及,33,1,0,2020-03-08
南非,2,0,0,2020-03-08
日本,463,46,7,2020-03-08
塞尔维亚,1,0,0,2020-03-08
罗马尼亚,13,3,0,2020-03-08
阿富汗,4,0,0,2020-03-08
阿根廷,9,0,1,2020-03-08
巴林,77,4,0,2020-03-08
阿曼,16,2,0,2020-03-08
以色列,25,2,0,2020-03-08
阿尔及利亚,19,0,0,2020-03-08
捷克,21,0,0,2020-03-08
奥地利,79,0,0,2020-03-08
丹麦,27,1,0,2020-03-08
芬兰,19,1,0,2020-03-08
瑞士,228,3,1,2020-03-08
匈牙利,5,0,0,2020-03-08
塞内加尔,4,0,0,2020-03-08
喀麦隆,2,0,0,2020-03-08
马来西亚,93,23,0,2020-03-08
希腊,66,0,0,2020-03-08
斯洛文尼亚,12,0,0,2020-03-08
伊拉克,54,0,4,2020-03-08
马尔代夫,2,0,0,2020-03-08
韩国,7314,108,50,2020-03-08
波黑,3,0,0,2020-03-08
哥斯达黎加,1,0,0,2020-03-08
斯洛伐克,3,0,0,2020-03-08
黎巴嫩,28,1,0,2020-03-08
巴拉圭,1,0,0,2020-03-08
圣马力诺,26,0,0,2020-03-08
澳大利亚,74,22,3,2020-03-08
爱沙尼亚,10,0,0,2020-03-08
北马其顿,3,0,0,2020-03-08
巴勒斯坦,19,0,0,2020-03-08
格鲁吉亚,13,0,0,2020-03-08
克罗地亚,12,0,0,2020-03-08
卢森堡,3,0,0,2020-03-08
泰国,50,31,1,2020-03-08
马耳他,1,0,0,2020-03-08
越南,21,16,0,2020-03-08
多哥,1,0,0,2020-03-08
钻石公主号邮轮,696,0,6,2020-03-08
柬埔寨,2,1,0,2020-03-08
冰岛,50,0,0,2020-03-08
不丹,1,0,0,2020-03-08
新西兰,5,0,0,2020-03-08
中国,79689,56254,3089,2020-03-08
梵蒂冈,1,0,0,2020-03-08
至尊公主邮轮,21,0,0,2020-03-08
美国,572,10,21,2020-03-09
俄罗斯,10,3,0,2020-03-09
英国,206,8,2,2020-03-09
巴西,25,0,0,2020-03-09
意大利,7375,622,366,2020-03-09
西班牙,999,2,25,2020-03-09
秘鲁,6,0,0,2020-03-09
法国,1126,12,19,2020-03-09
印度,39,3,0,2020-03-09
荷兰,188,0,1,2020-03-09
加拿大,66,4,0,2020-03-09
比利时,239,1,0,2020-03-09
卡塔尔,11,0,0,2020-03-09
巴基斯坦,6,1,0,2020-03-09
沙特阿拉伯,7,0,0,2020-03-09
新加坡,138,82,0,2020-03-09
厄瓜多尔,13,0,0,2020-03-09
葡萄牙,30,0,0,2020-03-09
智利,8,0,0,2020-03-09
瑞典,213,0,0,2020-03-09
伊朗,7161,2194,237,2020-03-09
阿联酋,45,7,0,2020-03-09
德国,1112,14,0,2020-03-09
哥伦比亚,1,0,0,2020-03-09
印度尼西亚,4,0,0,2020-03-09
波兰,8,0,0,2020-03-09
墨西哥,7,1,0,2020-03-09
科威特,58,0,0,2020-03-09
爱尔兰,21,0,0,2020-03-09
菲律宾,10,1,1,2020-03-09
挪威,169,0,0,2020-03-09
埃及,55,12,0,2020-03-09
南非,2,0,0,2020-03-09
日本,514,46,9,2020-03-09
塞尔维亚,1,0,0,2020-03-09
罗马尼亚,15,3,0,2020-03-09
阿富汗,4,0,0,2020-03-09
阿根廷,12,0,1,2020-03-09
尼日利亚,2,0,0,2020-03-09
巴林,109,14,0,2020-03-09
阿曼,16,2,0,2020-03-09
以色列,39,2,0,2020-03-09
摩尔多瓦,1,0,0,2020-03-09
阿尔及利亚,19,0,0,2020-03-09
捷克,32,0,0,2020-03-09
奥地利,102,0,0,2020-03-09
丹麦,35,1,0,2020-03-09
芬兰,30,1,0,2020-03-09
瑞士,312,3,2,2020-03-09
匈牙利,9,0,0,2020-03-09
保加利亚,2,0,0,2020-03-09
塞内加尔,4,0,0,2020-03-09
喀麦隆,2,0,0,2020-03-09
马来西亚,117,23,0,2020-03-09
希腊,66,0,0,2020-03-09
斯洛文尼亚,16,0,0,2020-03-09
伊拉克,61,0,6,2020-03-09
马尔代夫,4,0,0,2020-03-09
韩国,7478,166,53,2020-03-09
波黑,3,0,0,2020-03-09
哥斯达黎加,9,0,0,2020-03-09
斯洛伐克,5,0,0,2020-03-09
黎巴嫩,32,1,0,2020-03-09
巴拉圭,1,0,0,2020-03-09
圣马力诺,36,0,0,2020-03-09
澳大利亚,83,22,3,2020-03-09
拉脱维亚,6,0,0,2020-03-09
爱沙尼亚,10,0,0,2020-03-09
北马其顿,3,0,0,2020-03-09
突尼斯,2,0,0,2020-03-09
巴勒斯坦,19,0,0,2020-03-09
格鲁吉亚,13,0,0,2020-03-09
克罗地亚,12,0,0,2020-03-09
卢森堡,5,0,0,2020-03-09
泰国,50,31,1,2020-03-09
马耳他,1,0,0,2020-03-09
越南,21,16,0,2020-03-09
多哥,1,0,0,2020-03-09
钻石公主号邮轮,696,0,6,2020-03-09
柬埔寨,2,1,0,2020-03-09
冰岛,58,0,0,2020-03-09
不丹,1,0,0,2020-03-09
新西兰,5,0,0,2020-03-09
中国,77062,55071,3075,2020-03-09
梵蒂冈,1,0,0,2020-03-09
至尊公主邮轮,21,0,0,2020-03-09
美国,704,10,26,2020-03-10
俄罗斯,9,2,0,2020-03-10
英国,319,8,2,2020-03-10
巴西,25,0,0,2020-03-10
意大利,9172,724,463,2020-03-10
西班牙,1648,2,35,2020-03-10
秘鲁,6,0,0,2020-03-10
法国,1606,12,30,2020-03-10
印度,58,3,0,2020-03-10
荷兰,382,0,4,2020-03-10
加拿大,77,4,1,2020-03-10
比利时,239,1,0,2020-03-10
卡塔尔,18,0,0,2020-03-10
巴基斯坦,16,1,0,2020-03-10
沙特阿拉伯,20,0,0,2020-03-10
新加坡,166,82,0,2020-03-10
厄瓜多尔,13,0,0,2020-03-10
葡萄牙,30,0,0,2020-03-10
智利,13,0,0,2020-03-10
瑞典,326,0,0,2020-03-10
白俄罗斯,9,2,0,2020-03-10
伊朗,8042,2731,291,2020-03-10
孟加拉国,3,0,0,2020-03-10
阿联酋,74,7,0,2020-03-10
德国,1239,14,2,2020-03-10
乌克兰,1,0,0,2020-03-10
哥伦比亚,1,0,0,2020-03-10
印度尼西亚,27,2,0,2020-03-10
波兰,18,0,0,2020-03-10
多米尼加,1,0,0,2020-03-10
墨西哥,7,1,0,2020-03-10
科威特,69,0,0,2020-03-10
爱尔兰,24,0,0,2020-03-10
菲律宾,33,1,1,2020-03-10
巴拿马,1,0,0,2020-03-10
挪威,169,0,0,2020-03-10
埃及,59,12,0,2020-03-10
南非,2,0,0,2020-03-10
日本,581,102,12,2020-03-10
塞尔维亚,4,0,0,2020-03-10
罗马尼亚,17,3,0,2020-03-10
阿富汗,5,0,0,2020-03-10
阿根廷,17,0,1,2020-03-10
尼日利亚,2,0,0,2020-03-10
巴林,109,14,0,2020-03-10
阿曼,16,2,0,2020-03-10
以色列,50,2,0,2020-03-10
摩洛哥,3,0,0,2020-03-10
摩尔多瓦,1,0,0,2020-03-10
阿尔及利亚,19,0,0,2020-03-10
捷克,40,0,0,2020-03-10
亚美尼亚,1,0,0,2020-03-10
奥地利,157,2,0,2020-03-10
丹麦,113,1,0,2020-03-10
芬兰,40,1,0,2020-03-10
瑞士,476,3,3,2020-03-10
匈牙利,9,0,0,2020-03-10
保加利亚,2,0,0,2020-03-10
塞内加尔,4,0,0,2020-03-10
喀麦隆,2,0,0,2020-03-10
马来西亚,129,23,0,2020-03-10
希腊,89,0,0,2020-03-10
斯洛文尼亚,25,0,0,2020-03-10
阿塞拜疆,11,0,0,2020-03-10
伊拉克,67,9,7,2020-03-10
马尔代夫,6,0,0,2020-03-10
韩国,7513,247,54,2020-03-10
波黑,5,0,0,2020-03-10
哥斯达黎加,9,0,0,2020-03-10
斯洛伐克,7,0,0,2020-03-10
黎巴嫩,32,1,0,2020-03-10
巴拉圭,1,0,0,2020-03-10
圣马力诺,51,0,2,2020-03-10
澳大利亚,101,22,3,2020-03-10
斯里兰卡,1,1,0,2020-03-10
立陶宛,1,0,0,2020-03-10
拉脱维亚,8,0,0,2020-03-10
爱沙尼亚,12,0,0,2020-03-10
北马其顿,7,0,0,2020-03-10
突尼斯,5,0,0,2020-03-10
塞浦路斯,2,0,0,2020-03-10
巴勒斯坦,19,0,0,2020-03-10
格鲁吉亚,13,0,0,2020-03-10
克罗地亚,13,0,0,2020-03-10
安道尔,1,0,0,2020-03-10
尼泊尔,1,1,0,2020-03-10
卢森堡,5,0,0,2020-03-10
约旦,1,0,0,2020-03-10
阿尔巴尼亚,6,0,0,2020-03-10
泰国,53,31,1,2020-03-10
马耳他,1,0,0,2020-03-10
越南,34,16,0,2020-03-10
多哥,1,0,0,2020-03-10
布基纳法索,2,0,0,2020-03-10
钻石公主号邮轮,696,427,6,2020-03-10
蒙古,1,0,0,2020-03-10
柬埔寨,2,1,0,2020-03-10
冰岛,60,0,0,2020-03-10
不丹,1,0,0,2020-03-10
文莱,6,0,0,2020-03-10
新西兰,5,0,0,2020-03-10
中国,77366,56690,3092,2020-03-10
列支敦士登,1,0,0,2020-03-10
梵蒂冈,1,0,0,2020-03-10
摩纳哥,1,0,0,2020-03-10
美国,1004,10,31,2020-03-11
俄罗斯,20,3,0,2020-03-11
英国,373,8,6,2020-03-11
巴西,34,0,0,2020-03-11
意大利,10283,1004,631,2020-03-11
西班牙,2128,183,47,2020-03-11
秘鲁,6,0,0,2020-03-11
法国,1784,12,33,2020-03-11
印度,61,3,1,2020-03-11
荷兰,382,0,4,2020-03-11
土耳其,1,0,0,2020-03-11
加拿大,93,4,1,2020-03-11
比利时,267,1,0,2020-03-11
卡塔尔,24,0,0,2020-03-11
巴基斯坦,18,1,0,2020-03-11
沙特阿拉伯,21,0,0,2020-03-11
新加坡,166,82,0,2020-03-11
厄瓜多尔,15,0,0,2020-03-11
葡萄牙,30,0,0,2020-03-11
智利,17,0,0,2020-03-11
瑞典,355,0,0,2020-03-11
白俄罗斯,9,2,0,2020-03-11
伊朗,9000,2959,354,2020-03-11
孟加拉国,3,0,0,2020-03-11
阿联酋,74,7,0,2020-03-11
德国,1524,14,2,2020-03-11
乌克兰,1,0,0,2020-03-11
哥伦比亚,3,0,0,2020-03-11
印度尼西亚,27,2,1,2020-03-11
波兰,22,0,0,2020-03-11
墨西哥,7,1,0,2020-03-11
科威特,69,0,0,2020-03-11
爱尔兰,34,0,0,2020-03-11
菲律宾,35,1,1,2020-03-11
巴拿马,8,0,1,2020-03-11
挪威,277,0,0,2020-03-11
埃及,59,12,1,2020-03-11
南非,7,0,0,2020-03-11
日本,620,102,14,2020-03-11
塞尔维亚,5,0,0,2020-03-11
罗马尼亚,28,3,0,2020-03-11
阿富汗,7,0,0,2020-03-11
阿根廷,19,0,1,2020-03-11
尼日利亚,2,0,0,2020-03-11
巴林,109,14,0,2020-03-11
阿曼,18,2,0,2020-03-11
以色列,75,2,0,2020-03-11
摩洛哥,3,0,0,2020-03-11
摩尔多瓦,1,0,0,2020-03-11
玻利维亚,2,0,0,2020-03-11
阿尔及利亚,20,0,0,2020-03-11
捷克,61,0,0,2020-03-11
奥地利,182,2,0,2020-03-11
丹麦,262,1,0,2020-03-11
芬兰,40,1,0,2020-03-11
瑞士,476,3,3,2020-03-11
匈牙利,9,0,0,2020-03-11
保加利亚,2,0,0,2020-03-11
塞内加尔,4,0,0,2020-03-11
喀麦隆,2,0,0,2020-03-11
马来西亚,129,23,0,2020-03-11
希腊,89,0,0,2020-03-11
斯洛文尼亚,31,0,0,2020-03-11
刚果（金）,1,0,0,2020-03-11
阿塞拜疆,13,3,0,2020-03-11
伊拉克,71,9,7,2020-03-11
马尔代夫,6,0,0,2020-03-11
韩国,7755,288,61,2020-03-11
波黑,7,0,0,2020-03-11
哥斯达黎加,13,0,0,2020-03-11
